index,n
84a8107ffffffff-2017-08,2
84a8107ffffffff-2017-10,1
84a8107ffffffff-2017-11,1
84a8107ffffffff-2017-12,2
84a8107ffffffff-2018-01,10
84a8107ffffffff-2018-02,5
84a8107ffffffff-2018-03,5
84a8107ffffffff-2018-04,3
84a8107ffffffff-2018-05,3
84a8107ffffffff-2018-06,13
84a8107ffffffff-2018-07,13
84a8107ffffffff-2018-08,9
84a8107ffffffff-2018-09,8
84a8107ffffffff-2018-10,9
84a8107ffffffff-2018-11,5
84a8107ffffffff-2018-12,13
84a8107ffffffff-2019-01,13
84a8107ffffffff-2019-02,1
84a8107ffffffff-2019-03,2
84a8107ffffffff-2019-04,9
84a8107ffffffff-2019-05,11
84a8107ffffffff-2019-06,5
84a8107ffffffff-2019-07,5
84a8107ffffffff-2019-08,2
84a8107ffffffff-2019-09,1
84a8107ffffffff-2019-10,3
84a8107ffffffff-2019-11,2
84a8107ffffffff-2019-12,3
84a8107ffffffff-2020-01,8
84a8107ffffffff-2020-02,5
84a8107ffffffff-2020-04,2
84a8107ffffffff-2020-05,2
84a8107ffffffff-2020-06,8
84a8107ffffffff-2020-07,17
84a8107ffffffff-2020-08,15
84a8107ffffffff-2020-09,3
84a8107ffffffff-2020-10,15
84a8107ffffffff-2020-11,10
84a8107ffffffff-2020-12,12
84a8107ffffffff-2021-01,26
84a8107ffffffff-2021-02,24
84a8107ffffffff-2021-03,21
84a8107ffffffff-2021-04,15
84a8107ffffffff-2021-05,11
84a8107ffffffff-2021-06,17
84a8107ffffffff-2021-07,25
84a8107ffffffff-2021-08,24
84a8107ffffffff-2021-09,17
84a8107ffffffff-2021-10,18
84a8107ffffffff-2021-11,15
84a8107ffffffff-2021-12,2
84a8107ffffffff-2022-01,13
84a8107ffffffff-2022-02,22
84a8107ffffffff-2022-03,6
84a8107ffffffff-2022-04,7
84a8107ffffffff-2022-05,17
84a8107ffffffff-2022-06,22
84a8107ffffffff-2022-07,37
84a8107ffffffff-2022-08,8
84a8107ffffffff-2022-09,8
84a8107ffffffff-2022-10,13
84a8107ffffffff-2022-11,9
84a8107ffffffff-2022-12,4
84a8107ffffffff-2023-01,11
84a8107ffffffff-2023-02,5
84a8107ffffffff-2023-03,2
84a8107ffffffff-2023-04,11
84a8107ffffffff-2023-05,5
84a8107ffffffff-2023-06,13
84a8107ffffffff-2023-07,9
84a8107ffffffff-2023-08,6
84a8107ffffffff-2023-09,13
84a8107ffffffff-2023-10,6
84a8107ffffffff-2023-11,4
84a8109ffffffff-2021-07,1
84a810bffffffff-2013-09,3
84a810bffffffff-2017-01,3
84a810bffffffff-2017-05,1
84a810bffffffff-2017-10,2
84a810bffffffff-2018-02,2
84a810bffffffff-2018-10,4
84a810bffffffff-2019-05,1
84a810bffffffff-2019-06,1
84a810bffffffff-2019-07,1
84a810bffffffff-2020-01,1
84a810bffffffff-2020-05,10
84a810bffffffff-2020-06,11
84a810bffffffff-2020-07,3
84a810bffffffff-2020-08,8
84a810bffffffff-2020-09,9
84a810bffffffff-2020-10,5
84a810bffffffff-2020-12,2
84a810bffffffff-2021-01,6
84a810bffffffff-2021-02,1
84a810bffffffff-2021-03,5
84a810bffffffff-2021-04,1
84a810bffffffff-2021-05,3
84a810bffffffff-2021-06,5
84a810bffffffff-2021-07,2
84a810bffffffff-2021-09,1
84a810bffffffff-2021-11,1
84a810bffffffff-2022-01,1
84a810bffffffff-2022-02,3
84a810bffffffff-2022-03,1
84a810bffffffff-2022-04,8
84a810bffffffff-2022-05,4
84a810bffffffff-2022-06,3
84a810bffffffff-2022-07,4
84a810bffffffff-2022-09,1
84a810bffffffff-2022-10,1
84a810bffffffff-2022-11,1
84a810bffffffff-2022-12,2
84a810bffffffff-2023-01,6
84a810bffffffff-2023-02,1
84a810bffffffff-2023-03,7
84a810bffffffff-2023-04,7
84a810bffffffff-2023-05,3
84a810bffffffff-2023-06,2
84a810bffffffff-2023-07,1
84a810bffffffff-2023-08,2
84a810bffffffff-2023-10,7
84a810dffffffff-2020-08,2
84a810dffffffff-2021-10,1
84a810dffffffff-2023-04,1
84a8111ffffffff-2019-03,1
84a8111ffffffff-2020-05,1
84a8111ffffffff-2021-05,1
84a8111ffffffff-2021-10,2
84a8111ffffffff-2022-01,2
84a8111ffffffff-2022-09,2
84a8111ffffffff-2022-10,1
84a8113ffffffff-2016-03,1
84a8113ffffffff-2016-04,4
84a8113ffffffff-2016-10,2
84a8113ffffffff-2017-04,1
84a8113ffffffff-2017-11,4
84a8113ffffffff-2018-09,2
84a8113ffffffff-2018-11,1
84a8113ffffffff-2019-07,1
84a8113ffffffff-2019-11,1
84a8113ffffffff-2019-12,1
84a8113ffffffff-2020-07,1
84a8113ffffffff-2020-08,1
84a8113ffffffff-2020-09,2
84a8113ffffffff-2020-10,2
84a8113ffffffff-2020-11,1
84a8113ffffffff-2020-12,2
84a8113ffffffff-2021-03,1
84a8113ffffffff-2021-04,1
84a8113ffffffff-2021-05,2
84a8113ffffffff-2021-06,3
84a8113ffffffff-2021-07,1
84a8113ffffffff-2021-10,2
84a8113ffffffff-2022-02,1
84a8113ffffffff-2022-03,2
84a8113ffffffff-2022-04,1
84a8113ffffffff-2022-05,1
84a8113ffffffff-2022-08,1
84a8113ffffffff-2022-11,2
84a8113ffffffff-2023-01,1
84a8113ffffffff-2023-04,1
84a8113ffffffff-2023-05,6
84a8113ffffffff-2023-07,1
84a8113ffffffff-2023-09,1
84a8113ffffffff-2023-10,6
84a8113ffffffff-2023-11,2
84a8115ffffffff-2015-01,2
84a8115ffffffff-2015-10,1
84a8115ffffffff-2016-01,2
84a8115ffffffff-2016-02,3
84a8115ffffffff-2016-03,3
84a8115ffffffff-2016-04,2
84a8115ffffffff-2016-11,1
84a8115ffffffff-2017-02,3
84a8115ffffffff-2017-05,2
84a8115ffffffff-2017-06,4
84a8115ffffffff-2017-07,1
84a8115ffffffff-2017-10,1
84a8115ffffffff-2017-11,2
84a8115ffffffff-2018-01,1
84a8115ffffffff-2018-07,2
84a8115ffffffff-2018-08,3
84a8115ffffffff-2018-09,1
84a8115ffffffff-2018-10,15
84a8115ffffffff-2018-11,8
84a8115ffffffff-2018-12,2
84a8115ffffffff-2019-01,10
84a8115ffffffff-2019-02,5
84a8115ffffffff-2019-03,6
84a8115ffffffff-2019-04,4
84a8115ffffffff-2019-05,6
84a8115ffffffff-2019-06,9
84a8115ffffffff-2019-07,13
84a8115ffffffff-2019-08,5
84a8115ffffffff-2019-09,7
84a8115ffffffff-2019-10,8
84a8115ffffffff-2019-11,6
84a8115ffffffff-2019-12,5
84a8115ffffffff-2020-01,18
84a8115ffffffff-2020-02,1
84a8115ffffffff-2020-03,3
84a8115ffffffff-2020-04,12
84a8115ffffffff-2020-05,14
84a8115ffffffff-2020-06,18
84a8115ffffffff-2020-07,13
84a8115ffffffff-2020-08,11
84a8115ffffffff-2020-09,4
84a8115ffffffff-2020-10,9
84a8115ffffffff-2020-11,9
84a8115ffffffff-2020-12,5
84a8115ffffffff-2021-01,7
84a8115ffffffff-2021-02,8
84a8115ffffffff-2021-03,4
84a8115ffffffff-2021-04,14
84a8115ffffffff-2021-05,16
84a8115ffffffff-2021-06,16
84a8115ffffffff-2021-07,9
84a8115ffffffff-2021-08,11
84a8115ffffffff-2021-09,21
84a8115ffffffff-2021-10,15
84a8115ffffffff-2021-11,7
84a8115ffffffff-2021-12,12
84a8115ffffffff-2022-01,8
84a8115ffffffff-2022-02,2
84a8115ffffffff-2022-03,4
84a8115ffffffff-2022-04,16
84a8115ffffffff-2022-05,15
84a8115ffffffff-2022-06,6
84a8115ffffffff-2022-07,10
84a8115ffffffff-2022-08,7
84a8115ffffffff-2022-09,5
84a8115ffffffff-2022-10,12
84a8115ffffffff-2022-11,8
84a8115ffffffff-2022-12,7
84a8115ffffffff-2023-01,8
84a8115ffffffff-2023-02,3
84a8115ffffffff-2023-03,4
84a8115ffffffff-2023-04,4
84a8115ffffffff-2023-05,14
84a8115ffffffff-2023-06,11
84a8115ffffffff-2023-07,23
84a8115ffffffff-2023-08,7
84a8115ffffffff-2023-09,5
84a8115ffffffff-2023-10,15
84a8115ffffffff-2023-11,8
84a8117ffffffff-2012-12,1
84a8117ffffffff-2015-04,2
84a8117ffffffff-2015-05,1
84a8117ffffffff-2016-06,1
84a8117ffffffff-2016-08,1
84a8117ffffffff-2016-09,1
84a8117ffffffff-2016-10,1
84a8117ffffffff-2016-12,4
84a8117ffffffff-2018-03,2
84a8117ffffffff-2018-05,4
84a8117ffffffff-2018-06,2
84a8117ffffffff-2018-07,2
84a8117ffffffff-2018-08,2
84a8117ffffffff-2018-09,1
84a8117ffffffff-2018-10,2
84a8117ffffffff-2018-11,2
84a8117ffffffff-2019-01,1
84a8117ffffffff-2019-02,1
84a8117ffffffff-2019-05,3
84a8117ffffffff-2019-06,1
84a8117ffffffff-2019-07,2
84a8117ffffffff-2019-08,2
84a8117ffffffff-2019-09,1
84a8117ffffffff-2019-11,4
84a8117ffffffff-2019-12,5
84a8117ffffffff-2020-01,5
84a8117ffffffff-2020-02,4
84a8117ffffffff-2020-03,1
84a8117ffffffff-2020-04,3
84a8117ffffffff-2020-05,4
84a8117ffffffff-2020-06,2
84a8117ffffffff-2020-07,4
84a8117ffffffff-2020-08,2
84a8117ffffffff-2020-09,1
84a8117ffffffff-2020-10,2
84a8117ffffffff-2020-11,1
84a8117ffffffff-2020-12,3
84a8117ffffffff-2021-02,2
84a8117ffffffff-2021-03,2
84a8117ffffffff-2021-05,7
84a8117ffffffff-2021-06,3
84a8117ffffffff-2021-08,1
84a8117ffffffff-2021-09,1
84a8117ffffffff-2021-10,2
84a8117ffffffff-2021-12,1
84a8117ffffffff-2022-01,3
84a8117ffffffff-2022-03,3
84a8117ffffffff-2022-04,5
84a8117ffffffff-2022-05,3
84a8117ffffffff-2022-06,1
84a8117ffffffff-2022-11,2
84a8117ffffffff-2023-01,2
84a8117ffffffff-2023-02,9
84a8117ffffffff-2023-03,3
84a8117ffffffff-2023-04,3
84a8117ffffffff-2023-05,5
84a8117ffffffff-2023-06,1
84a8117ffffffff-2023-07,2
84a8117ffffffff-2023-08,4
84a8117ffffffff-2023-09,3
84a8117ffffffff-2023-10,1
84a8117ffffffff-2023-11,2
84a8119ffffffff-2013-08,3
84a8119ffffffff-2017-05,4
84a8119ffffffff-2018-10,1
84a8119ffffffff-2019-09,2
84a8119ffffffff-2020-01,1
84a8119ffffffff-2020-11,1
84a8119ffffffff-2021-07,2
84a8119ffffffff-2021-09,1
84a8119ffffffff-2021-10,1
84a8119ffffffff-2021-12,2
84a8119ffffffff-2022-04,4
84a8119ffffffff-2022-12,8
84a8119ffffffff-2023-01,2
84a8119ffffffff-2023-08,2
84a8119ffffffff-2023-09,2
84a8119ffffffff-2023-10,3
84a811bffffffff-2016-05,1
84a811bffffffff-2017-05,2
84a811bffffffff-2018-02,1
84a811bffffffff-2019-08,1
84a811bffffffff-2020-06,1
84a811bffffffff-2020-08,4
84a811bffffffff-2020-09,2
84a811bffffffff-2020-10,1
84a811bffffffff-2020-11,3
84a811bffffffff-2021-02,1
84a811bffffffff-2021-03,2
84a811bffffffff-2021-05,2
84a811bffffffff-2021-10,1
84a811bffffffff-2021-12,3
84a811bffffffff-2022-02,2
84a811bffffffff-2022-03,1
84a811bffffffff-2022-04,1
84a811bffffffff-2022-06,2
84a811bffffffff-2022-09,1
84a811bffffffff-2023-01,1
84a811bffffffff-2023-03,1
84a811bffffffff-2023-05,1
84a811bffffffff-2023-07,1
84a811bffffffff-2023-08,1
84a811bffffffff-2023-09,3
84a811bffffffff-2023-10,3
84a811dffffffff-2013-08,1
84a811dffffffff-2016-08,1
84a811dffffffff-2016-09,1
84a811dffffffff-2016-10,1
84a811dffffffff-2018-01,1
84a811dffffffff-2018-04,1
84a811dffffffff-2018-06,1
84a811dffffffff-2018-09,1
84a811dffffffff-2018-10,2
84a811dffffffff-2018-11,1
84a811dffffffff-2019-05,1
84a811dffffffff-2019-08,1
84a811dffffffff-2019-09,3
84a811dffffffff-2019-10,2
84a811dffffffff-2019-11,2
84a811dffffffff-2020-01,9
84a811dffffffff-2020-05,3
84a811dffffffff-2020-07,5
84a811dffffffff-2020-08,2
84a811dffffffff-2020-09,4
84a811dffffffff-2020-12,1
84a811dffffffff-2021-01,4
84a811dffffffff-2021-03,1
84a811dffffffff-2021-04,1
84a811dffffffff-2021-05,3
84a811dffffffff-2021-06,2
84a811dffffffff-2021-09,1
84a811dffffffff-2021-10,1
84a811dffffffff-2021-11,3
84a811dffffffff-2022-01,2
84a811dffffffff-2022-02,1
84a811dffffffff-2022-03,2
84a811dffffffff-2022-05,1
84a811dffffffff-2022-06,4
84a811dffffffff-2022-08,3
84a811dffffffff-2022-10,2
84a811dffffffff-2022-11,3
84a811dffffffff-2022-12,1
84a811dffffffff-2023-01,1
84a811dffffffff-2023-02,5
84a811dffffffff-2023-03,4
84a811dffffffff-2023-04,1
84a811dffffffff-2023-05,7
84a811dffffffff-2023-06,2
84a811dffffffff-2023-07,3
84a811dffffffff-2023-08,5
84a811dffffffff-2023-09,1
84a811dffffffff-2023-11,4
84a8121ffffffff-2016-02,5
84a8121ffffffff-2016-05,7
84a8121ffffffff-2016-06,8
84a8121ffffffff-2016-07,7
84a8121ffffffff-2016-08,8
84a8121ffffffff-2016-09,6
84a8121ffffffff-2016-10,5
84a8121ffffffff-2016-11,1
84a8121ffffffff-2017-01,1
84a8121ffffffff-2017-02,1
84a8121ffffffff-2017-03,1
84a8121ffffffff-2017-04,1
84a8121ffffffff-2017-09,1
84a8121ffffffff-2018-06,3
84a8121ffffffff-2018-09,1
84a8121ffffffff-2018-12,1
84a8121ffffffff-2019-09,1
84a8121ffffffff-2019-11,1
84a8121ffffffff-2020-01,10
84a8121ffffffff-2020-02,3
84a8121ffffffff-2020-06,2
84a8121ffffffff-2020-10,2
84a8121ffffffff-2020-11,1
84a8121ffffffff-2021-01,4
84a8121ffffffff-2021-03,1
84a8121ffffffff-2021-05,2
84a8121ffffffff-2021-12,2
84a8121ffffffff-2022-01,4
84a8121ffffffff-2022-02,1
84a8121ffffffff-2022-03,1
84a8121ffffffff-2022-05,2
84a8121ffffffff-2022-06,1
84a8121ffffffff-2022-12,1
84a8121ffffffff-2023-06,1
84a8121ffffffff-2023-09,3
84a8123ffffffff-2012-01,1
84a8123ffffffff-2012-02,3
84a8123ffffffff-2012-05,1
84a8123ffffffff-2012-06,1
84a8123ffffffff-2012-07,4
84a8123ffffffff-2012-10,1
84a8123ffffffff-2012-11,1
84a8123ffffffff-2013-01,2
84a8123ffffffff-2014-01,1
84a8123ffffffff-2014-03,3
84a8123ffffffff-2014-12,1
84a8123ffffffff-2015-02,1
84a8123ffffffff-2015-04,2
84a8123ffffffff-2015-12,2
84a8123ffffffff-2016-05,3
84a8123ffffffff-2016-06,2
84a8123ffffffff-2016-09,4
84a8123ffffffff-2016-10,1
84a8123ffffffff-2017-01,1
84a8123ffffffff-2017-05,3
84a8123ffffffff-2017-06,1
84a8123ffffffff-2017-07,8
84a8123ffffffff-2017-08,3
84a8123ffffffff-2017-10,1
84a8123ffffffff-2018-01,8
84a8123ffffffff-2018-02,8
84a8123ffffffff-2018-03,5
84a8123ffffffff-2018-04,7
84a8123ffffffff-2018-05,9
84a8123ffffffff-2018-06,6
84a8123ffffffff-2018-07,6
84a8123ffffffff-2018-08,4
84a8123ffffffff-2018-09,12
84a8123ffffffff-2018-10,15
84a8123ffffffff-2018-11,17
84a8123ffffffff-2018-12,24
84a8123ffffffff-2019-01,2
84a8123ffffffff-2019-02,8
84a8123ffffffff-2019-03,4
84a8123ffffffff-2019-04,8
84a8123ffffffff-2019-05,9
84a8123ffffffff-2019-06,5
84a8123ffffffff-2019-07,5
84a8123ffffffff-2019-08,11
84a8123ffffffff-2019-09,7
84a8123ffffffff-2019-10,7
84a8123ffffffff-2019-11,4
84a8123ffffffff-2019-12,14
84a8123ffffffff-2020-01,12
84a8123ffffffff-2020-02,12
84a8123ffffffff-2020-03,8
84a8123ffffffff-2020-04,9
84a8123ffffffff-2020-05,17
84a8123ffffffff-2020-06,13
84a8123ffffffff-2020-07,11
84a8123ffffffff-2020-08,16
84a8123ffffffff-2020-09,16
84a8123ffffffff-2020-10,10
84a8123ffffffff-2020-11,25
84a8123ffffffff-2020-12,15
84a8123ffffffff-2021-01,19
84a8123ffffffff-2021-02,17
84a8123ffffffff-2021-03,6
84a8123ffffffff-2021-04,7
84a8123ffffffff-2021-05,16
84a8123ffffffff-2021-06,10
84a8123ffffffff-2021-07,6
84a8123ffffffff-2021-08,10
84a8123ffffffff-2021-09,8
84a8123ffffffff-2021-10,19
84a8123ffffffff-2021-11,13
84a8123ffffffff-2021-12,10
84a8123ffffffff-2022-01,14
84a8123ffffffff-2022-02,7
84a8123ffffffff-2022-03,3
84a8123ffffffff-2022-04,18
84a8123ffffffff-2022-05,24
84a8123ffffffff-2022-06,14
84a8123ffffffff-2022-07,22
84a8123ffffffff-2022-08,18
84a8123ffffffff-2022-09,11
84a8123ffffffff-2022-10,14
84a8123ffffffff-2022-11,17
84a8123ffffffff-2022-12,13
84a8123ffffffff-2023-01,9
84a8123ffffffff-2023-02,28
84a8123ffffffff-2023-03,14
84a8123ffffffff-2023-04,17
84a8123ffffffff-2023-05,26
84a8123ffffffff-2023-06,26
84a8123ffffffff-2023-07,14
84a8123ffffffff-2023-08,9
84a8123ffffffff-2023-09,9
84a8123ffffffff-2023-10,19
84a8123ffffffff-2023-11,2
84a8125ffffffff-2012-08,1
84a8125ffffffff-2012-09,1
84a8125ffffffff-2012-11,1
84a8125ffffffff-2013-05,1
84a8125ffffffff-2013-07,1
84a8125ffffffff-2015-06,1
84a8125ffffffff-2016-10,1
84a8125ffffffff-2017-10,1
84a8125ffffffff-2018-12,1
84a8125ffffffff-2020-02,1
84a8125ffffffff-2020-09,1
84a8125ffffffff-2020-11,1
84a8125ffffffff-2021-07,1
84a8125ffffffff-2021-12,1
84a8125ffffffff-2022-01,2
84a8125ffffffff-2022-02,1
84a8125ffffffff-2022-03,2
84a8125ffffffff-2022-04,1
84a8125ffffffff-2022-05,2
84a8125ffffffff-2022-08,2
84a8125ffffffff-2023-01,1
84a8125ffffffff-2023-02,1
84a8125ffffffff-2023-03,1
84a8125ffffffff-2023-06,1
84a8125ffffffff-2023-10,1
84a8127ffffffff-2015-05,3
84a8127ffffffff-2015-10,1
84a8127ffffffff-2016-01,1
84a8127ffffffff-2016-03,1
84a8127ffffffff-2016-06,2
84a8127ffffffff-2017-03,9
84a8127ffffffff-2017-05,4
84a8127ffffffff-2017-07,5
84a8127ffffffff-2017-09,2
84a8127ffffffff-2017-10,2
84a8127ffffffff-2017-11,7
84a8127ffffffff-2018-01,6
84a8127ffffffff-2018-05,3
84a8127ffffffff-2018-10,1
84a8127ffffffff-2018-11,1
84a8127ffffffff-2018-12,1
84a8127ffffffff-2019-02,2
84a8127ffffffff-2019-05,4
84a8127ffffffff-2019-06,2
84a8127ffffffff-2019-07,1
84a8127ffffffff-2019-08,1
84a8127ffffffff-2019-09,6
84a8127ffffffff-2019-10,8
84a8127ffffffff-2019-11,1
84a8127ffffffff-2019-12,1
84a8127ffffffff-2020-01,3
84a8127ffffffff-2020-02,5
84a8127ffffffff-2020-05,11
84a8127ffffffff-2020-06,12
84a8127ffffffff-2020-07,5
84a8127ffffffff-2020-09,15
84a8127ffffffff-2020-10,5
84a8127ffffffff-2020-11,1
84a8127ffffffff-2020-12,5
84a8127ffffffff-2021-01,2
84a8127ffffffff-2021-02,5
84a8127ffffffff-2021-03,3
84a8127ffffffff-2021-04,5
84a8127ffffffff-2021-05,2
84a8127ffffffff-2021-06,8
84a8127ffffffff-2021-08,5
84a8127ffffffff-2021-09,2
84a8127ffffffff-2021-10,1
84a8127ffffffff-2021-12,3
84a8127ffffffff-2022-02,2
84a8127ffffffff-2022-03,7
84a8127ffffffff-2022-04,3
84a8127ffffffff-2022-05,5
84a8127ffffffff-2022-06,3
84a8127ffffffff-2022-07,6
84a8127ffffffff-2022-08,3
84a8127ffffffff-2022-09,1
84a8127ffffffff-2022-10,2
84a8127ffffffff-2022-11,2
84a8127ffffffff-2023-02,2
84a8127ffffffff-2023-05,5
84a8127ffffffff-2023-06,1
84a8127ffffffff-2023-07,1
84a8127ffffffff-2023-08,2
84a8127ffffffff-2023-09,1
84a8127ffffffff-2023-10,5
84a8127ffffffff-2023-11,2
84a8129ffffffff-2015-08,2
84a8129ffffffff-2016-02,2
84a8129ffffffff-2016-06,2
84a8129ffffffff-2016-10,1
84a8129ffffffff-2017-02,1
84a8129ffffffff-2017-05,1
84a8129ffffffff-2017-07,2
84a8129ffffffff-2017-08,2
84a8129ffffffff-2017-10,6
84a8129ffffffff-2018-03,2
84a8129ffffffff-2018-05,1
84a8129ffffffff-2018-06,6
84a8129ffffffff-2018-07,2
84a8129ffffffff-2018-09,2
84a8129ffffffff-2018-10,7
84a8129ffffffff-2019-01,1
84a8129ffffffff-2019-03,1
84a8129ffffffff-2019-05,5
84a8129ffffffff-2019-06,6
84a8129ffffffff-2019-09,1
84a8129ffffffff-2019-10,2
84a8129ffffffff-2019-11,4
84a8129ffffffff-2019-12,2
84a8129ffffffff-2020-02,1
84a8129ffffffff-2020-03,6
84a8129ffffffff-2020-04,4
84a8129ffffffff-2020-07,4
84a8129ffffffff-2020-08,1
84a8129ffffffff-2020-09,1
84a8129ffffffff-2020-11,1
84a8129ffffffff-2021-01,2
84a8129ffffffff-2021-02,1
84a8129ffffffff-2021-03,1
84a8129ffffffff-2021-04,2
84a8129ffffffff-2021-05,1
84a8129ffffffff-2021-06,1
84a8129ffffffff-2021-07,2
84a8129ffffffff-2021-08,6
84a8129ffffffff-2021-09,4
84a8129ffffffff-2021-10,4
84a8129ffffffff-2021-11,5
84a8129ffffffff-2021-12,2
84a8129ffffffff-2022-01,2
84a8129ffffffff-2022-02,6
84a8129ffffffff-2022-03,1
84a8129ffffffff-2022-04,13
84a8129ffffffff-2022-05,2
84a8129ffffffff-2022-06,10
84a8129ffffffff-2022-07,16
84a8129ffffffff-2022-08,11
84a8129ffffffff-2022-09,5
84a8129ffffffff-2022-10,6
84a8129ffffffff-2022-12,2
84a8129ffffffff-2023-01,2
84a8129ffffffff-2023-02,2
84a8129ffffffff-2023-03,3
84a8129ffffffff-2023-04,1
84a8129ffffffff-2023-05,10
84a8129ffffffff-2023-06,15
84a8129ffffffff-2023-07,9
84a8129ffffffff-2023-08,6
84a8129ffffffff-2023-09,3
84a8129ffffffff-2023-10,2
84a8129ffffffff-2023-11,11
84a812bffffffff-2013-02,1
84a812bffffffff-2013-04,1
84a812bffffffff-2013-10,1
84a812bffffffff-2013-11,1
84a812bffffffff-2014-01,1
84a812bffffffff-2014-11,1
84a812bffffffff-2014-12,2
84a812bffffffff-2016-07,1
84a812bffffffff-2016-12,1
84a812bffffffff-2017-03,1
84a812bffffffff-2017-07,1
84a812bffffffff-2017-11,4
84a812bffffffff-2017-12,1
84a812bffffffff-2018-02,1
84a812bffffffff-2018-05,1
84a812bffffffff-2018-06,1
84a812bffffffff-2018-08,7
84a812bffffffff-2018-09,5
84a812bffffffff-2018-10,3
84a812bffffffff-2018-11,1
84a812bffffffff-2018-12,6
84a812bffffffff-2019-01,3
84a812bffffffff-2019-02,1
84a812bffffffff-2019-03,3
84a812bffffffff-2019-04,1
84a812bffffffff-2019-05,5
84a812bffffffff-2019-06,2
84a812bffffffff-2019-07,13
84a812bffffffff-2019-08,2
84a812bffffffff-2019-09,1
84a812bffffffff-2019-10,1
84a812bffffffff-2019-11,4
84a812bffffffff-2019-12,3
84a812bffffffff-2020-01,3
84a812bffffffff-2020-02,2
84a812bffffffff-2020-03,8
84a812bffffffff-2020-04,4
84a812bffffffff-2020-05,7
84a812bffffffff-2020-06,4
84a812bffffffff-2020-07,16
84a812bffffffff-2020-08,9
84a812bffffffff-2020-09,8
84a812bffffffff-2020-10,15
84a812bffffffff-2020-11,18
84a812bffffffff-2020-12,3
84a812bffffffff-2021-01,4
84a812bffffffff-2021-02,8
84a812bffffffff-2021-03,4
84a812bffffffff-2021-04,10
84a812bffffffff-2021-05,16
84a812bffffffff-2021-06,8
84a812bffffffff-2021-07,6
84a812bffffffff-2021-08,6
84a812bffffffff-2021-09,5
84a812bffffffff-2021-11,1
84a812bffffffff-2021-12,7
84a812bffffffff-2022-01,8
84a812bffffffff-2022-02,13
84a812bffffffff-2022-03,8
84a812bffffffff-2022-04,8
84a812bffffffff-2022-05,5
84a812bffffffff-2022-06,10
84a812bffffffff-2022-07,15
84a812bffffffff-2022-08,10
84a812bffffffff-2022-09,7
84a812bffffffff-2022-10,11
84a812bffffffff-2022-11,18
84a812bffffffff-2022-12,10
84a812bffffffff-2023-01,9
84a812bffffffff-2023-02,17
84a812bffffffff-2023-03,17
84a812bffffffff-2023-04,12
84a812bffffffff-2023-05,12
84a812bffffffff-2023-06,11
84a812bffffffff-2023-07,21
84a812bffffffff-2023-08,15
84a812bffffffff-2023-09,23
84a812bffffffff-2023-10,20
84a812bffffffff-2023-11,7
84a812dffffffff-2014-11,1
84a812dffffffff-2015-02,3
84a812dffffffff-2015-06,6
84a812dffffffff-2015-08,1
84a812dffffffff-2015-09,1
84a812dffffffff-2017-02,2
84a812dffffffff-2019-03,1
84a812dffffffff-2020-02,1
84a812dffffffff-2020-06,2
84a812dffffffff-2020-11,1
84a812dffffffff-2022-10,1
84a812dffffffff-2022-11,1
84a812dffffffff-2022-12,1
84a812dffffffff-2023-02,1
84a8131ffffffff-2014-01,2
84a8131ffffffff-2015-06,2
84a8131ffffffff-2015-08,1
84a8131ffffffff-2015-11,3
84a8131ffffffff-2016-01,1
84a8131ffffffff-2016-05,3
84a8131ffffffff-2016-06,6
84a8131ffffffff-2016-08,2
84a8131ffffffff-2016-09,2
84a8131ffffffff-2016-10,1
84a8131ffffffff-2017-03,5
84a8131ffffffff-2017-05,3
84a8131ffffffff-2017-06,2
84a8131ffffffff-2017-07,5
84a8131ffffffff-2017-12,1
84a8131ffffffff-2018-01,2
84a8131ffffffff-2018-02,2
84a8131ffffffff-2018-03,1
84a8131ffffffff-2018-04,1
84a8131ffffffff-2018-05,11
84a8131ffffffff-2018-07,3
84a8131ffffffff-2018-08,8
84a8131ffffffff-2018-09,2
84a8131ffffffff-2018-10,12
84a8131ffffffff-2018-11,6
84a8131ffffffff-2018-12,3
84a8131ffffffff-2019-01,2
84a8131ffffffff-2019-02,3
84a8131ffffffff-2019-03,10
84a8131ffffffff-2019-05,3
84a8131ffffffff-2019-06,6
84a8131ffffffff-2019-07,5
84a8131ffffffff-2019-08,2
84a8131ffffffff-2019-09,4
84a8131ffffffff-2019-10,1
84a8131ffffffff-2020-01,3
84a8131ffffffff-2020-02,10
84a8131ffffffff-2020-03,3
84a8131ffffffff-2020-04,4
84a8131ffffffff-2020-05,4
84a8131ffffffff-2020-06,5
84a8131ffffffff-2020-07,20
84a8131ffffffff-2020-08,16
84a8131ffffffff-2020-09,24
84a8131ffffffff-2020-10,23
84a8131ffffffff-2020-11,26
84a8131ffffffff-2020-12,18
84a8131ffffffff-2021-01,13
84a8131ffffffff-2021-02,13
84a8131ffffffff-2021-03,25
84a8131ffffffff-2021-04,20
84a8131ffffffff-2021-05,17
84a8131ffffffff-2021-06,11
84a8131ffffffff-2021-07,24
84a8131ffffffff-2021-08,8
84a8131ffffffff-2021-09,38
84a8131ffffffff-2021-10,24
84a8131ffffffff-2021-11,26
84a8131ffffffff-2021-12,12
84a8131ffffffff-2022-01,6
84a8131ffffffff-2022-02,11
84a8131ffffffff-2022-03,13
84a8131ffffffff-2022-04,20
84a8131ffffffff-2022-05,8
84a8131ffffffff-2022-06,5
